"","EIN","NAME","ICO","STREET","CITY","STATE","ZIP","NTEE_CD","totcntrbgfts","totprgmrevnue","invstmntinc","txexmptbndsproceeds","royaltsinc","netrntlinc","netgnls","netincfndrsng","netincgaming","netincsales","miscrevtot11e","totrevenue","grntstogovt","grnsttoindiv","grntstofrgngovt","benifitsmembrs","compnsatncurrofcr","compnsatnandothr","othrsalwages","pensionplancontrb","othremplyeebenef","payrolltx","feesforsrvcmgmt","legalfees","accntingfees","feesforsrvclobby","profndraising","feesforsrvcinvstmgmt","feesforsrvcothr","advrtpromo","officexpns","infotech","royaltsexpns","occupancy","travel","travelofpublicoffcl","converconventmtng","interestamt","pymtoaffiliates","deprcatndepletn","insurance","othrexpnsa","othrexpnsb","othrexpnsc","othrexpnsd","othrexpnse","totfuncexpns","totassetsend","totliabend","retainedearnend","totnetassetend","totnetliabastend"
"58",134221872,"AMERICAN SOCIETY OF ADDICTION MEDICINE INC","","521 ASPEN DR","HERNDON","VA","20170-5309","F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",134232354,"BAY AGING FOUNDATION","% KATHY VESLEY","PO BOX 610","URBANNA","VA","23175-0610","G11",4517,0,12777,0,0,0,-4054,0,0,0,0,13240,2100,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,7636,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,10961,1073274,2100,0,1071174,1073274
"60",134316364,"STAFFORD HOSPITAL LLC","% MARY WASHINGTON HEALTHCARE","2300 FALL HILL AVE STE 418","FREDERICKSBRG","VA","22401-3343","E22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",134340809,"GO FOR IT","% ROBERT E JEFFREYS","12657 DAYBREAK CIR","NEWPORT NEWS","VA","23602-9503","F22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",134345808,"DIVERSITY INTERNATIONAL CHARITIES","% MICHELLE C WHITTINGHAM","PO BOX 74425","N CHESTERFLD","VA","23236-0008","F30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",135636290,"AL-ANON FAMILY GROUP HEADQUARTERS INC","","1600 CORPORATE LANDING PKWY","VIRGINIA BCH","VA","23454-5617","F220",2623242,271368,62372,0,0,0,432466,0,0,1906751,0,5296199,0,0,0,0,198091,0,2892337,176409,315836,217525,0,36000,39800,0,0,76272,0,1181,165735,126567,0,258638,9157,0,40009,0,0,63840,26611,134721,111870,103269,67800,0,5154532,13783274,1497267,0,12286007,13783274
"64",136161225,"FOUNDATION FOR PHYSICAL THERAPY RESEARCH INC","","3030 POTOMAC AVENUE SUITE 110","ALEXANDRIA","VA","22305-3087","E500",1603222,0,1248462,0,0,0,2123932,0,0,0,0,4975616,0,835679,0,0,236559,0,445464,12602,107128,50202,0,5000,33921,0,0,23848,36894,8885,52261,53514,0,0,13927,0,21151,0,0,0,2502,12628,10317,4320,-135,0,1966667,28419774,1295104,0,27124670,28419774
"65",136180380,"AMERICAN SOCIETY OF CLINICAL ONCOLOGY","% DINA L MICHELS","2318 MILL RD STE 800","ALEXANDRIA","VA","22314-6834","G9XC",7826511,95200297,4026599,0,11188293,0,-10653072,0,0,0,0,107588628,4165660,0,23063,0,5559490,0,42467496,3173377,4920266,3594776,0,819829,194067,0,0,66140,18649631,5027126,2096676,9834857,0,1398004,349952,0,2168888,1289357,0,3857950,647450,3362389,2990900,2373249,563864,0,119778637,283820689,114592790,0,169227899,283820689
"66",141909014,"CARING HEARTS FREE CLINIC OF PATRICK COUNTY INC","% CHRISTIE FAIN","835 WOODLAND DR STE 101","STUART","VA","24171-1586","E32",217699,0,6352,0,0,0,0,0,0,0,360,224411,0,0,0,0,33349,0,48423,0,0,6404,0,0,6510,0,0,0,0,2672,13458,0,0,10473,450,0,0,0,0,1267,1957,24495,3186,479,3326,0,164054,642247,3214,0,639033,642247
"67",146032448,"NEUROSURGICAL SOCIETY OF AMERICA","% GRIFFITH R HARSH IV MD","533 W RIVERVIEW DR","SUFFOLK","VA","23434-5546","G96Z",90000,352794,6,0,0,0,0,0,0,0,1580,444380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57854,0,1393,0,0,0,0,0,380086,0,0,0,866,13685,6459,5650,5000,0,476128,296945,0,0,296945,296945
"68",161659992,"CHRISTIAN OUTREACH PROGRAM & PREGNANCY CENTER INC","% WANDA MCGHEE","PO BOX 262","NEW CANTON","VA","23123-0262","E40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",161674528,"KIDNEY KIDS INC","% KEITH S TURNER","10855 WEISIGER LN","OAKTON","VA","22124-1424","E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",161707411,"LADIES OF ELEGANCE","% SYLVIA ALEXANDER-WALL","3800 OLD POST RD","RICHMOND","VA","23234-2024","G30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",161735028,"ALEXANDRIA DISTRICT 46-AA","","6305 ANNELIESE DR","FALLS CHURCH","VA","22044-1620","F99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",200003262,"INTERNATIONAL HYPERBARIC MEDICAL FOUNDATION","% STEPHEN REIMERS","6155 BEACHWAY DR","FALLS CHURCH","VA","22041-1431","H05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",200036627,"TIMOTHY AYCOCK MELANOMA RESEARCH FOUNDATION","% JONATHAN E AYCOCK","PO BOX 1741","LEESBURG","VA","20177-1741","H12",0,0,3682,0,0,0,12000,0,0,0,0,15682,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,220863,0,220863,220863,220863
"74",200105690,"NORTH AMERICAN BRAIN INJURY SOCIETY","% MARGARET J ROBERTS","PO BOX 1804","ALEXANDRIA","VA","22313-1804","G48",0,16900,0,0,0,0,0,0,0,0,0,16900,0,0,0,0,0,0,0,0,0,0,33600,0,525,0,0,0,0,0,1236,2000,0,0,0,0,4136,0,0,0,1878,1400,1035,0,0,0,45810,66553,0,0,66553,66553
"75",200567554,"BLUE RIDGE INTERNATIONAL OPHTHALMOLOGY INC","% ASHLEY SCHAUER","626 BERKMAR CIR","CHARLOTTESVLE","VA","22901-1464","E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",201106426,"MARY WASHINGTON HEALTHCARE","","2300 FALL HILL AVENUE 418","FREDERICKSBURG","VA","22401-0000","E22",22685151,836207613,2294664,0,0,0,2030819,2775,0,0,167841,863388863,2149487,8000,0,0,3127276,0,236410514,4026258,21340738,17150320,118146008,23337,10375,0,0,170280,127966041,116333,5373140,1301600,0,21986165,1808025,0,218830,506415,0,27394518,3901177,138573541,41819666,31237343,28754749,0,839397965,593675918,353439043,0,240236875,593675918
"77",201206784,"FLOYD COUNTY EMERGENCY MEDICAL SERVICES INC","% DR LINDA MILLSAPS","PO BOX 218","FLOYD","VA","24091-0218","E62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",201232722,"VIRGINIA DIABETES COUNCIL","","PO BOX 1053","CHESTERFIELD","VA","23832-9101","H80",191963,0,108,0,0,0,0,0,0,0,0,192071,86997,0,0,0,0,0,0,0,0,0,29000,0,0,0,0,0,2942,11532,6949,2483,0,0,0,0,730,0,0,0,0,7801,109,0,0,0,148543,64309,0,0,64309,64309
"79",201313636,"SICKLE CELL ASSOCIATION OF RICHMOND - OSCAR","% GEORGE CARTER OR RONALD DEWS JR","PO BOX 27655","RICHMOND","VA","23261-7655","G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",201327278,"MCSHIN FOUNDATION","% JOHN M SHINHOLSER","2300 DUMBARTON RD","RICHMOND","VA","23228-6014","F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",201468244,"PIEDMONT VIRGINIA DENTAL HEALTH FOUNDATION","% MARK A CRABTREE","407 STARLING AVE","MARTINSVILLE","VA","24112-3731","E30",179933,16705,7,0,0,9000,0,0,0,0,2254,207899,0,0,0,0,19480,0,68038,842,3171,6711,0,0,500,0,0,0,0,0,3157,0,0,16103,0,0,0,0,0,1910,1732,15505,38296,2664,1750,0,188805,217203,56453,0,160750,217203
"82",201486363,"PORTSMOUTH SCOTTISH RITE FOUNDATION INC","% JOHN R GOODWIN","PO BOX 7276","PORTSMOUTH","VA","23707-0276","E50",429832,0,12448,0,0,1250,1852,0,0,0,0,445382,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,1464,0,0,1206,0,0,0,0,0,0,1373,500,0,0,0,0,9603,676269,0,0,676269,676269
"83",201515571,"NCRA EDUCATION FOUNDATION","% LORI SWAIN","1330 BRADDOCK PL STE 520","ALEXANDRIA","VA","22314-1650","H30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",201612154,"VIRGINIA EYE FOUNDATION","% THE FOUNDATION","241 CORPORATE BLVD","NORFOLK","VA","23502-4975","G41",352607,0,0,0,0,0,0,0,0,0,0,352607,88926,54500,0,0,0,0,0,0,0,0,0,575,1900,0,0,0,550,0,0,0,0,0,0,0,0,0,0,1832,0,2693,6800,575,0,0,158351,1197337,0,0,1197337,1197337
"85",201655547,"INSTITUTE OF PRIVATE PRACTICE PHYSICAL THERAPY","% JOANNE DUNNE","1421 PRINCE ST STE 300","ALEXANDRIA","VA","22314-2783","E242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",201854358,"AIRBORNE LIFELINE FOUNDATION","% JONATHAN MILLER","PO BOX 156","PAEONIAN SPRINGS","VA","20129-0000","G81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",201979047,"AMERICAN ASSOCIATION OF DIRECTORS OF CHILD AND ADOLESCENT PSYCHIATRY","% EARL MAGEE","300-A SHIPWRIGHT LOOP APT 104","WILLIAMSBURG","VA","23188-9229","G90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",201992062,"THE HALL CHARITABLE FOUNDATION","% STEPHEN D LIVINGSTON CPA PC","1220 EXECUTIVE BLVD STE 109","CHESAPEAKE","VA","23320-2887","G12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",202055936,"BEDFORD PREGNANCY CENTER","% LORI LEWIS","PO BOX 632","BEDFORD","VA","24523-0632","E42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",202121999,"NEW LIFE BIRTH CENTER","% KAREN WINSTEAD","610 S MAIN ST","ROCKY MOUNT","VA","24151-1751","E40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",202129080,"SPIRITWORKS FOUNDATION","","5800 MOORETOWN RD","WILLIAMSBURG","VA","23188-1712","F20",278051,21230,190,0,0,11235,2750,1117,0,0,7232,321805,0,0,0,0,137519,0,0,0,941,9145,0,0,1211,0,0,0,1489,6542,6702,6336,0,83217,2001,0,4799,0,0,1252,4334,2686,24579,705,1076,0,298748,130397,0,0,130397,130397
"92",202236485,"RACHELS HAVEN INC","% JANICE PAYNE","PO BOX 148","POUND","VA","24279-0148","F33",1804836,0,0,0,0,0,0,0,0,0,0,1804836,0,0,0,0,0,0,1013419,0,2103,77983,0,0,3871,0,0,0,0,0,6446,0,0,58400,0,0,0,0,0,72812,92600,82279,77034,69305,59344,0,1668641,614767,20808,0,593959,614767
"93",202312733,"HISPANIC INSTITUTE FOR BLINDNESS PREVENTION INC","% GERMAN VALBUENA","2946 SLEEPY HOLLOW RD STE B","FALLS CHURCH","VA","22044-2003","E30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",202379419,"LOUDOUN COMMUNITY HEALTH CENTER","% SUSAN JANE K STACK","163 FORT EVANS RD NE","LEESBURG","VA","20176-4420","E32",8133079,4693232,1056,0,0,0,0,0,0,0,7645,12835012,0,0,0,0,702397,0,6168084,0,571160,501392,0,730,17250,0,0,0,0,0,29654,0,0,543993,2799,0,0,84512,0,397907,50523,486756,476544,277955,264294,0,10890761,13205568,4415538,0,8790030,13205568
"95",202448149,"MARTINSVILLE HENRY COALITION FOR HEALTH AND WELLNESS INC","% BARBARA JACKMAN","29 JONES ST","MARTINSVILLE","VA","24112-2716","E70",2797936,2438900,312,0,0,0,0,0,0,0,9858,5247006,0,0,0,0,321778,0,2348037,45982,253878,198038,0,41104,103704,0,0,0,184807,8541,38253,0,0,221306,36429,0,0,0,0,121338,40109,822238,133866,105130,79047,0,5227672,3943331,1180941,0,2762390,3943331
"96",202603200,"LAKE YOUTH FOUNDATION-LYF","% TERRENCE HILEMAN","PO BOX 964","LOCUST GROVE","VA","22508-0964","F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",202726075,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",202726259,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",202726297,"AMERCIAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",202726339,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",202840116,"VIRGINIA ASSOCIATION OF NATUROPATHIC PHYSICIANS","% THERESA L COLLIER ND","PO BOX 7391","RICHMOND","VA","23221-0391","F03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",203227221,"DJUMA CORPORATION","% NSEKENENE KOLONGO","PO BOX 189","SMITHFIELD","VA","23431-0189","E99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",203302521,"CENTER FOR STATE-LED NATIONAL DEBT SOLUTIONS","% ALAN DYE","1360 BEVERLY RD STE 300","MCLEAN","VA","22101-3646","H83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",203362940,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",203425542,"ELSIE B MONROE CANCER FOUNDATION INC","","4222 FORTUNA CENTER PLAZA BOX 633","DUMFRIES","VA","22025-1515","G193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",203430223,"FONAR CHARITABLE FOUNDATION","% GEORGE BEIM","807 FOUNTAIN HALL CT NE","LEESBURG","VA","20176-3651","E24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",203498814,"BRENDA B MACDONALD MELANOMA FOUNDATION","% CHAD L MACDONALD","45662 TERMINAL DR STE 200","DULLES","VA","20166-4340","E19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",203568840,"UNITED CEREBRAL PALSY INC","","8401 OLD COURT HOUSE ROAD","VIENNA","VA","22182-3820","G80",545813,1019502,135161,0,1098,290792,0,0,0,0,134,1992500,0,0,0,0,429604,0,86566,0,7841,33457,0,40152,47505,0,18678,52617,155796,0,27634,0,0,576032,27162,0,7445,0,621381,85042,0,84906,10000,0,0,0,2315524,10898034,461658,0,10436376,10898034
"109",203592795,"ROCKBRIDGE COMMUNITY HEALTH FOUNDATION","% RICHARD TEAF","1 HEALTH CIR","LEXINGTON","VA","24450-2448","E80",30,21145,191224,0,0,0,6829677,0,0,0,0,7042076,1418010,0,0,0,0,0,15002,0,0,1142,0,0,1126,0,0,77788,0,0,2323,0,0,2592,0,0,0,0,0,2789,1245,0,0,0,0,0,1522017,14004898,449,0,14004449,14004898
"110",203609232,"THE BUCKLEY FOUNDATION","","5145 E VIRGINIA BEACH BLVD","NORFOLK","VA","23502-3418","G194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",203641423,"LIFE SCIENCES TRAINERS & EDUCATORS","","4423 PHEASANT RIDGE RD STE 100","ROANOKE","VA","24014-5300","E03",273060,2041810,73871,0,0,0,201321,0,0,0,0,2590062,75000,0,0,0,252726,0,335181,44793,17484,39599,163560,2086,14600,0,0,40104,42361,31962,42291,146218,0,816,28,0,1105425,0,0,38905,12246,184683,102682,30355,9295,0,2732400,5475280,1578597,0,3896683,5475280
"112",203719822,"NEUROLOGIC DISEASE FOUNDATION","% FRANK MALOUFF","PO BOX 173","CENTREVILLE","VA","20122-0173","G50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",203847564,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",203904276,"AMERICAN ASSOCIATION OF PHARMACEUTICAL SCIENTISTS","% STEPHANIE DEASON","2107 WILSON BLVD STE 200","ARLINGTON","VA","22201-3096","E66Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",203954540,"OPERATION WALK VIRGINIA","% MOUNT VERNON HOSPITAL","10904 WATERMILL COURT","OAKTON","VA","22124-0000","E32",13062,0,0,0,0,0,0,0,0,0,18641,31703,0,0,0,0,18000,0,0,0,0,0,0,0,1430,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,600,60,35,0,0,20732,379137,120,0,379017,379137
"116",204129901,"VIRGINIA HOSPITAL CENTER FOUNDATION","% PHILIP PECK","1701 NORTH GEORGE MASON DRIVE","ARLINGTON","VA","22205-0000","E112",1312695,0,0,0,0,0,0,0,0,0,0,1312695,0,0,0,0,364287,0,669243,0,34519,72121,0,0,0,0,252678,0,253040,270327,17605,414,0,0,104,0,16587,0,0,763,0,110045,3716,85,0,0,2065534,3439586,-186036,0,3625622,3439586
"117",204184483,"FAMILIES FIGHTING FLU INC","% JOE LASTINGER","4201 WILSON BLVD STE 110 PMB 702","ARLINGTON","VA","22203-1859","E70",35218,548524,209,0,0,0,0,0,0,0,0,583951,2500,0,0,0,52736,0,0,0,0,0,0,1201,17097,0,0,0,323667,388,1960,294,0,0,789,0,0,0,0,0,1758,0,0,0,0,0,403833,1050248,0,0,1050248,1050248
