"","EIN","NAME","ICO","STREET","CITY","STATE","ZIP","GROUP","SUBSECTION","AFFILIATION","CLASSIFICATION","RULING","DEDUCTIBILITY","FOUNDATION","ACTIVITY","ORGANIZATION","STATUS","TAX_PERIOD","ASSET_CD","INCOME_CD","FILING_REQ_CD","PF_FILING_REQ_CD","ACCT_PD","ASSET_AMT","INCOME_AMT","REVENUE_AMT","NTEE_CD","totcntrbgfts","totprgmrevnue","invstmntinc","txexmptbndsproceeds","royaltsinc","netrntlinc","netgnls","netincfndrsng","netincgaming","netincsales","miscrevtot11e","totrevenue","grntstogovt","grnsttoindiv","grntstofrgngovt","benifitsmembrs","compnsatncurrofcr","compnsatnandothr","othrsalwages","pensionplancontrb","othremplyeebenef","payrolltx","feesforsrvcmgmt","legalfees","accntingfees","feesforsrvclobby","profndraising","feesforsrvcinvstmgmt","feesforsrvcothr","advrtpromo","officexpns","infotech","royaltsexpns","occupancy","travel","travelofpublicoffcl","converconventmtng","interestamt","pymtoaffiliates","deprcatndepletn","insurance","othrexpnsa","othrexpnsb","othrexpnsc","othrexpnsd","othrexpnse","totfuncexpns","totassetsend","totliabend","retainedearnend","totnetassetend","totnetliabastend"
"47",113811184,"HOPEWELL HOUSE FOR INDEPENENT LIVING","","5202 WINFIELD RD","FAIRFAX","VA","22030-6547",0,3,3,1000,200711,1,4,0,1,1,202212,6,5,0,1,12,2964186,779131,NA,"E99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",131512769,"AMERICAN PHYSICAL THERAPY ASSOCIATION","","3030 POTOMAC AVE STE 100","ALEXANDRIA","VA","22305-3085",0,6,1,1000,194501,2,0,205279905,1,1,202212,9,9,1,0,12,71008449,56130293,43313745,"E03",2226721,39065621,972338,0,3759553,0,1416739,0,0,32297,0,47473269,1980417,6750,0,0,2349922,0,12235274,1138848,3760123,1005925,0,129125,157892,304235,0,58873,6096652,169660,3001741,59657,0,1442861,615112,0,2342119,0,1487268,403465,291026,1161303,403815,398350,237577,0,41737717,74355430,32754151,0,41601279,74355430
"49",131623888,"AMERICAN DIABETES ASSOCIATION INC","","2451 CRYSTAL DR STE 900","ARLINGTON","VA","22202-4804",3326,3,6,1000,199208,1,15,161180059,1,1,202212,9,9,1,0,12,213679073,122866708,119142003,"G800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",131846366,"MARCH OF DIMES INC","% TERRAN GARUFI","1550 CRYSTAL DR STE 1300","ARLINGTON","VA","22202-4144",0,3,3,1000,195009,1,15,179000000,1,1,202212,9,9,1,0,12,72400131,138358517,104990667,"G200",100144706,172726,2467684,0,361321,0,0,0,0,5371,161590,103313398,4381169,4000,2065185,0,3886409,0,36636773,926593,5862852,2957913,0,168760,290663,570420,1722681,115692,14387483,2696776,15218021,0,0,3550676,403744,0,199962,0,0,177556,251149,3214979,536827,478845,37341,0,102800561,88338195,86742512,0,1595683,88338195
"51",132593244,"RIVERSIDE RESEARCH INSTITUTE","% PAYROLL DEPARTMENT","2900 CRYSTAL DRIVE - 8TH FLOOR","ARLINGTON","VA","22202-3556",0,3,3,8000,196709,1,15,161180120,1,1,202212,9,9,1,0,12,101699526,142730261,139330200,"H050",0,123605206,2484764,0,28125,0,1237299,0,0,0,51814,127407208,55000,0,0,0,5327394,0,76904983,3963792,7192325,5199569,0,47157,239103,0,0,47776,10483058,218130,905857,1296340,0,2975042,1634908,0,136637,232757,0,3913080,407148,80938,26052,15003,0,0,121302049,107121507,27516089,0,79605418,107121507
"52",133048373,"AMERICAN SOCIETY OF TRANSPLANT SURGEONS","% KIM GIFFORD","1401 S CLARK ST STE 1120","ARLINGTON","VA","22202-4165",0,3,3,2000,197512,1,16,0,1,1,202212,7,8,1,0,12,7243564,10947247,10945687,"G9BZ",6314454,2363470,22,0,38360,0,0,0,0,409,44245,8760960,0,4176238,0,0,524263,0,959006,51603,143813,108436,4000,5162,178625,114000,0,0,621746,0,127879,140466,0,144750,15843,0,36618,0,0,28049,36396,49439,20541,17300,0,0,7518873,5754828,1712142,0,4042686,5754828
"53",133271855,"AMYOTROPHIC LATERAL SCLEROSIS ASSN","","1300 WILSON BLVD STE 600","ARLINGTON","VA","22209-2335",4119,3,6,1000,199007,1,15,123000000,1,1,202301,9,9,1,0,1,94445022,77468178,55567608,"G500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",133351127,"FBIAA MEMORIAL COLLEGE FUND","% FBI AGENTS ASSOCIATION","PO BOX 3","ALEXANDRIA","VA","22313-0003",0,3,3,1200,198504,1,21,41000000,2,1,202206,8,6,1,0,6,13662280,3637431,1916571,"F03",264367,0,199799,0,0,0,605493,512252,0,0,0,1581911,0,626166,0,0,0,0,0,0,0,0,0,2462,15950,0,0,78530,0,0,4472,2691,0,0,0,0,0,0,0,0,1371,1550,0,0,0,0,733192,15501953,12541,0,15489412,15501953
"55",133506107,"COMMUNITY HEALTH ACCREDITATION PROGRAM INC","% SCOTT KRAMP","2300 CLARENDON BOULEVARD","ARLINGTON","VA","22201-3398",0,3,3,1000,198903,1,16,179000000,1,1,202212,8,8,1,0,12,26966192,17984246,17450554,"E03",1420057,16366855,131014,0,0,0,383119,0,0,0,19223,18320268,0,0,0,0,604555,0,7383834,194596,720435,545032,0,32907,50361,0,0,0,569072,86769,64191,266345,21400,615547,2570667,0,97418,0,0,311741,125181,241315,152818,47684,0,0,14701868,22682316,8020390,0,14661926,22682316
"56",133969722,"WHAT TO EXPECT PROJECT","","PO BOX 6233","ARLINGTON","VA","22206-0233",0,3,3,1000,199803,1,15,995179000,1,1,202212,4,4,1,0,12,181495,362588,362588,"E99Z",340050,200053,405,0,0,0,0,0,0,0,0,540508,0,0,0,0,187211,0,376658,9518,47750,43534,0,31739,20550,0,0,0,125155,0,8265,0,0,0,1383,0,0,0,0,276,446,12914,10959,7518,3953,0,889787,284342,44731,0,239611,284342
"57",134103202,"M OKADA FOUNDATION OF AMERICA","% KAZUKO KANO","14556 OAKMERE DR","CENTREVILLE","VA","20120-1395",0,3,3,8000,200008,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"H40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",134221872,"AMERICAN SOCIETY OF ADDICTION MEDICINE INC","","521 ASPEN DR","HERNDON","VA","20170-5309",3662,3,9,1000,198608,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",134232354,"BAY AGING FOUNDATION","% KATHY VESLEY","PO BOX 610","URBANNA","VA","23175-0610",0,3,3,1200,200404,1,17,0,1,1,202209,5,3,1,0,9,894888,96471,-104040,"G11",4517,0,12777,0,0,0,-4054,0,0,0,0,13240,2100,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,7636,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,10961,1073274,2100,0,1071174,1073274
"60",134316364,"STAFFORD HOSPITAL LLC","% MARY WASHINGTON HEALTHCARE","2300 FALL HILL AVE STE 418","FREDERICKSBRG","VA","22401-3343",4243,3,9,2000,200402,1,17,0,1,1,NA,0,0,1,0,12,NA,NA,NA,"E22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",134340809,"GO FOR IT","% ROBERT E JEFFREYS","12657 DAYBREAK CIR","NEWPORT NEWS","VA","23602-9503",0,3,3,1000,201606,1,15,0,5,1,202312,0,0,2,0,12,0,0,0,"F22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",134345808,"DIVERSITY INTERNATIONAL CHARITIES","% MICHELLE C WHITTINGHAM","PO BOX 74425","N CHESTERFLD","VA","23236-0008",0,3,3,1000,200708,1,15,0,1,1,202212,3,4,1,0,12,89830,195000,195000,"F30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",135636290,"AL-ANON FAMILY GROUP HEADQUARTERS INC","","1600 CORPORATE LANDING PKWY","VIRGINIA BCH","VA","23454-5617",0,3,3,1000,195609,1,15,0,5,1,202212,8,7,1,0,12,12757917,9514241,6048589,"F220",2623242,271368,62372,0,0,0,432466,0,0,1906751,0,5296199,0,0,0,0,198091,0,2892337,176409,315836,217525,0,36000,39800,0,0,76272,0,1181,165735,126567,0,258638,9157,0,40009,0,0,63840,26611,134721,111870,103269,67800,0,5154532,13783274,1497267,0,12286007,13783274
"64",136161225,"FOUNDATION FOR PHYSICAL THERAPY RESEARCH INC","","3030 POTOMAC AVENUE SUITE 110","ALEXANDRIA","VA","22305-3087",0,3,3,1000,196003,1,16,161180040,1,1,202212,8,6,1,0,12,23792737,3004616,2697430,"E500",1603222,0,1248462,0,0,0,2123932,0,0,0,0,4975616,0,835679,0,0,236559,0,445464,12602,107128,50202,0,5000,33921,0,0,23848,36894,8885,52261,53514,0,0,13927,0,21151,0,0,0,2502,12628,10317,4320,-135,0,1966667,28419774,1295104,0,27124670,28419774
"65",136180380,"AMERICAN SOCIETY OF CLINICAL ONCOLOGY","% DINA L MICHELS","2318 MILL RD STE 800","ALEXANDRIA","VA","22314-6834",0,3,3,2800,196508,1,15,161180059,1,1,202212,9,9,1,0,12,251452025,168708422,146139860,"G9XC",7826511,95200297,4026599,0,11188293,0,-10653072,0,0,0,0,107588628,4165660,0,23063,0,5559490,0,42467496,3173377,4920266,3594776,0,819829,194067,0,0,66140,18649631,5027126,2096676,9834857,0,1398004,349952,0,2168888,1289357,0,3857950,647450,3362389,2990900,2373249,563864,0,119778637,283820689,114592790,0,169227899,283820689
"66",141909014,"CARING HEARTS FREE CLINIC OF PATRICK COUNTY INC","% CHRISTIE FAIN","835 WOODLAND DR STE 101","STUART","VA","24171-1586",0,3,3,1000,200503,1,12,0,1,1,202212,5,4,1,0,12,688403,285917,285917,"E32",217699,0,6352,0,0,0,0,0,0,0,360,224411,0,0,0,0,33349,0,48423,0,0,6404,0,0,6510,0,0,0,0,2672,13458,0,0,10473,450,0,0,0,0,1267,1957,24495,3186,479,3326,0,164054,642247,3214,0,639033,642247
"67",146032448,"NEUROSURGICAL SOCIETY OF AMERICA","% GRIFFITH R HARSH IV MD","533 W RIVERVIEW DR","SUFFOLK","VA","23434-5546",0,3,3,2000,195107,1,16,59179205,1,1,202212,4,5,1,0,12,254407,596864,596864,"G96Z",90000,352794,6,0,0,0,0,0,0,0,1580,444380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57854,0,1393,0,0,0,0,0,380086,0,0,0,866,13685,6459,5650,5000,0,476128,296945,0,0,296945,296945
"68",161659992,"CHRISTIAN OUTREACH PROGRAM & PREGNANCY CENTER INC","% WANDA MCGHEE","PO BOX 262","NEW CANTON","VA","23123-0262",0,3,3,1000,200402,1,15,0,1,1,202212,4,3,1,0,12,149780,67649,54502,"E40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",161674528,"KIDNEY KIDS INC","% KEITH S TURNER","10855 WEISIGER LN","OAKTON","VA","22124-1424",0,3,3,1000,200402,1,16,0,1,1,202212,1,1,2,0,12,4222,5157,5157,"E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",161707411,"LADIES OF ELEGANCE","% SYLVIA ALEXANDER-WALL","3800 OLD POST RD","RICHMOND","VA","23234-2024",0,3,3,2000,201009,1,16,0,1,1,202212,2,3,1,0,12,15063,75975,75975,"G30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",161735028,"ALEXANDRIA DISTRICT 46-AA","","6305 ANNELIESE DR","FALLS CHURCH","VA","22044-1620",0,3,3,1000,201707,1,16,0,5,1,202212,0,0,2,0,12,0,0,0,"F99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",200003262,"INTERNATIONAL HYPERBARIC MEDICAL FOUNDATION","% STEPHEN REIMERS","6155 BEACHWAY DR","FALLS CHURCH","VA","22041-1431",0,3,3,2800,202303,1,15,0,1,1,201804,4,4,1,0,4,165932,251276,251276,"H05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",200036627,"TIMOTHY AYCOCK MELANOMA RESEARCH FOUNDATION","% JONATHAN E AYCOCK","PO BOX 1741","LEESBURG","VA","20177-1741",0,3,3,1000,200308,1,15,0,1,1,202212,4,0,2,0,12,177893,0,0,"H12",0,0,3682,0,0,0,12000,0,0,0,0,15682,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,220863,0,220863,220863,220863
"74",200105690,"NORTH AMERICAN BRAIN INJURY SOCIETY","% MARGARET J ROBERTS","PO BOX 1804","ALEXANDRIA","VA","22313-1804",0,3,3,1000,201601,1,16,0,1,1,202212,3,3,1,0,12,53024,56450,56450,"G48",0,16900,0,0,0,0,0,0,0,0,0,16900,0,0,0,0,0,0,0,0,0,0,33600,0,525,0,0,0,0,0,1236,2000,0,0,0,0,4136,0,0,0,1878,1400,1035,0,0,0,45810,66553,0,0,66553,66553
"75",200567554,"BLUE RIDGE INTERNATIONAL OPHTHALMOLOGY INC","% ASHLEY SCHAUER","626 BERKMAR CIR","CHARLOTTESVLE","VA","22901-1464",0,3,3,1000,200403,1,15,0,1,1,202212,3,3,1,0,12,52592,62374,62374,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",201106426,"MARY WASHINGTON HEALTHCARE","","2300 FALL HILL AVENUE 418","FREDERICKSBURG","VA","22401-0000",4243,3,9,2000,200402,1,17,0,1,1,202212,9,9,3,0,12,461875065,892226022,835623384,"E22",22685151,836207613,2294664,0,0,0,2030819,2775,0,0,167841,863388863,2149487,8000,0,0,3127276,0,236410514,4026258,21340738,17150320,118146008,23337,10375,0,0,170280,127966041,116333,5373140,1301600,0,21986165,1808025,0,218830,506415,0,27394518,3901177,138573541,41819666,31237343,28754749,0,839397965,593675918,353439043,0,240236875,593675918
"77",201206784,"FLOYD COUNTY EMERGENCY MEDICAL SERVICES INC","% DR LINDA MILLSAPS","PO BOX 218","FLOYD","VA","24091-0218",0,3,3,1000,200408,1,16,0,1,1,202306,0,0,2,0,6,0,0,0,"E62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",201232722,"VIRGINIA DIABETES COUNCIL","","PO BOX 1053","CHESTERFIELD","VA","23832-9101",0,3,3,2000,200609,1,15,0,1,1,202206,3,4,1,0,6,75715,172707,172707,"H80",191963,0,108,0,0,0,0,0,0,0,0,192071,86997,0,0,0,0,0,0,0,0,0,29000,0,0,0,0,0,2942,11532,6949,2483,0,0,0,0,730,0,0,0,0,7801,109,0,0,0,148543,64309,0,0,64309,64309
"79",201313636,"SICKLE CELL ASSOCIATION OF RICHMOND - OSCAR","% GEORGE CARTER OR RONALD DEWS JR","PO BOX 27655","RICHMOND","VA","23261-7655",0,3,3,1000,200506,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,"G20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",201327278,"MCSHIN FOUNDATION","% JOHN M SHINHOLSER","2300 DUMBARTON RD","RICHMOND","VA","23228-6014",0,3,3,1200,200502,1,16,0,1,1,202206,6,6,1,0,6,2207456,2718326,2682283,"F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",201468244,"PIEDMONT VIRGINIA DENTAL HEALTH FOUNDATION","% MARK A CRABTREE","407 STARLING AVE","MARTINSVILLE","VA","24112-3731",0,3,3,1000,200412,1,16,0,1,1,202306,4,4,1,0,6,261985,129531,119318,"E30",179933,16705,7,0,0,9000,0,0,0,0,2254,207899,0,0,0,0,19480,0,68038,842,3171,6711,0,0,500,0,0,0,0,0,3157,0,0,16103,0,0,0,0,0,1910,1732,15505,38296,2664,1750,0,188805,217203,56453,0,160750,217203
"82",201486363,"PORTSMOUTH SCOTTISH RITE FOUNDATION INC","% JOHN R GOODWIN","PO BOX 7276","PORTSMOUTH","VA","23707-0276",0,3,3,1200,200504,1,15,0,1,1,202212,5,3,2,0,12,699469,32626,30236,"E50",429832,0,12448,0,0,1250,1852,0,0,0,0,445382,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,1464,0,0,1206,0,0,0,0,0,0,1373,500,0,0,0,0,9603,676269,0,0,676269,676269
"83",201515571,"NCRA EDUCATION FOUNDATION","% LORI SWAIN","1330 BRADDOCK PL STE 520","ALEXANDRIA","VA","22314-1650",0,3,3,8000,200506,1,15,0,0,1,202212,0,0,2,0,12,0,0,0,"H30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",201612154,"VIRGINIA EYE FOUNDATION","% THE FOUNDATION","241 CORPORATE BLVD","NORFOLK","VA","23502-4975",0,3,3,1000,200507,1,15,0,1,1,202212,3,1,2,0,12,89946,2815,2815,"G41",352607,0,0,0,0,0,0,0,0,0,0,352607,88926,54500,0,0,0,0,0,0,0,0,0,575,1900,0,0,0,550,0,0,0,0,0,0,0,0,0,0,1832,0,2693,6800,575,0,0,158351,1197337,0,0,1197337,1197337
"85",201655547,"INSTITUTE OF PRIVATE PRACTICE PHYSICAL THERAPY","% JOANNE DUNNE","1421 PRINCE ST STE 300","ALEXANDRIA","VA","22314-2783",0,3,3,1200,200506,1,15,0,1,1,202206,2,3,1,0,6,15647,56276,56276,"E242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",201854358,"AIRBORNE LIFELINE FOUNDATION","% JONATHAN MILLER","PO BOX 156","PAEONIAN SPRINGS","VA","20129-0000",0,3,3,1000,201212,1,15,0,1,1,202212,1,3,2,0,12,212,44978,44978,"G81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",201979047,"AMERICAN ASSOCIATION OF DIRECTORS OF CHILD AND ADOLESCENT PSYCHIATRY","% EARL MAGEE","300-A SHIPWRIGHT LOOP APT 104","WILLIAMSBURG","VA","23188-9229",0,3,3,1000,201004,1,16,0,2,1,202212,0,0,2,0,12,0,0,0,"G90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",201992062,"THE HALL CHARITABLE FOUNDATION","% STEPHEN D LIVINGSTON CPA PC","1220 EXECUTIVE BLVD STE 109","CHESAPEAKE","VA","23320-2887",0,3,3,1000,200601,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"G12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",202055936,"BEDFORD PREGNANCY CENTER","% LORI LEWIS","PO BOX 632","BEDFORD","VA","24523-0632",0,3,3,1000,200501,1,15,0,1,1,202212,4,4,1,0,12,485087,269407,269407,"E42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",202121999,"NEW LIFE BIRTH CENTER","% KAREN WINSTEAD","610 S MAIN ST","ROCKY MOUNT","VA","24151-1751",0,3,3,1000,200512,1,16,0,1,1,202208,3,4,1,0,8,32666,224624,224624,"E40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",202129080,"SPIRITWORKS FOUNDATION","","5800 MOORETOWN RD","WILLIAMSBURG","VA","23188-1712",0,3,3,1000,201504,1,15,0,1,1,202212,4,4,1,0,12,132859,317325,317325,"F20",278051,21230,190,0,0,11235,2750,1117,0,0,7232,321805,0,0,0,0,137519,0,0,0,941,9145,0,0,1211,0,0,0,1489,6542,6702,6336,0,83217,2001,0,4799,0,0,1252,4334,2686,24579,705,1076,0,298748,130397,0,0,130397,130397
"92",202236485,"RACHELS HAVEN INC","% JANICE PAYNE","PO BOX 148","POUND","VA","24279-0148",0,3,3,1200,200602,1,15,0,1,1,202212,5,6,1,0,12,842754,2067420,2067420,"F33",1804836,0,0,0,0,0,0,0,0,0,0,1804836,0,0,0,0,0,0,1013419,0,2103,77983,0,0,3871,0,0,0,0,0,6446,0,0,58400,0,0,0,0,0,72812,92600,82279,77034,69305,59344,0,1668641,614767,20808,0,593959,614767
"93",202312733,"HISPANIC INSTITUTE FOR BLINDNESS PREVENTION INC","% GERMAN VALBUENA","2946 SLEEPY HOLLOW RD STE B","FALLS CHURCH","VA","22044-2003",0,3,3,1000,200511,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,"E30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",202379419,"LOUDOUN COMMUNITY HEALTH CENTER","% SUSAN JANE K STACK","163 FORT EVANS RD NE","LEESBURG","VA","20176-4420",0,3,3,1000,200703,1,15,0,1,1,202212,8,8,1,0,12,17982302,15593587,15593587,"E32",8133079,4693232,1056,0,0,0,0,0,0,0,7645,12835012,0,0,0,0,702397,0,6168084,0,571160,501392,0,730,17250,0,0,0,0,0,29654,0,0,543993,2799,0,0,84512,0,397907,50523,486756,476544,277955,264294,0,10890761,13205568,4415538,0,8790030,13205568
"95",202448149,"MARTINSVILLE HENRY COALITION FOR HEALTH AND WELLNESS INC","% BARBARA JACKMAN","29 JONES ST","MARTINSVILLE","VA","24112-2716",0,3,3,1000,200503,1,15,0,1,1,202206,6,7,1,0,6,4474599,6623246,6623246,"E70",2797936,2438900,312,0,0,0,0,0,0,0,9858,5247006,0,0,0,0,321778,0,2348037,45982,253878,198038,0,41104,103704,0,0,0,184807,8541,38253,0,0,221306,36429,0,0,0,0,121338,40109,822238,133866,105130,79047,0,5227672,3943331,1180941,0,2762390,3943331
